Date,Sub Category ID,Plant ID,Vendor ID,Defect Type ID,Material Type ID,Defect ID,Defect Qty,Downtime min
12/11/2014 0:00,2,20,4,3,10,54,4895,20
12/22/2014 0:00,2,2,1,3,1,195,20,30
12/21/2014 0:00,2,24,1,4,1,272,33,0
12/7/2014 0:00,5,6,9,3,1,272,54,45
11/25/2014 0:00,2,20,62,3,1,272,9,60
12/2/2014 0:00,5,9,1,4,1,91,1602,120
12/29/2014 0:00,3,4,4,1,10,57,890,0
12/29/2014 0:00,3,4,4,1,10,57,1780,0
12/29/2014 0:00,3,4,4,1,10,57,4450,0
12/29/2014 0:00,3,4,4,1,10,57,8010,0
12/15/2014 0:00,3,4,4,3,10,57,0,10
11/23/2014 0:00,3,4,4,1,10,57,0,0
12/29/2014 0:00,6,10,3,4,9,105,1211,0
12/31/2014 0:00,6,10,8,4,9,105,1562,0
12/10/2014 0:00,3,4,3,4,9,69,3112,0
12/21/2014 0:00,4,5,24,3,9,69,23,33
12/21/2014 0:00,4,5,24,1,9,69,25632,0
12/14/2014 0:00,4,5,24,1,9,69,25632,0
12/3/2014 0:00,2,24,36,1,2,69,0,0
11/19/2014 0:00,2,2,46,1,8,69,0,0
12/14/2014 0:00,4,5,56,4,9,69,445,0
12/7/2014 0:00,4,5,56,1,9,69,22428,0
12/2/2014 0:00,4,5,56,1,9,69,23,0
12/3/2014 0:00,4,12,57,3,9,69,29904,220
12/3/2014 0:00,4,12,63,3,9,69,2937,200
12/18/2014 0:00,4,12,72,3,9,69,14908,120
12/4/2014 0:00,4,5,92,4,9,69,18,0
12/29/2014 0:00,4,12,96,3,9,69,8010,300
12/24/2014 0:00,4,18,96,1,9,69,18423,0
12/3/2014 0:00,4,19,96,1,9,69,0,0
12/30/2014 0:00,4,22,99,4,9,69,14205,0
12/17/2014 0:00,4,5,99,4,9,69,29,0
12/9/2014 0:00,3,4,160,1,9,69,9192,0
11/23/2014 0:00,2,20,4,3,10,60,5518,45
12/14/2014 0:00,2,2,153,4,2,60,1113,0
12/14/2014 0:00,2,2,153,4,2,60,17800,0
11/30/2014 0:00,6,10,16,4,3,63,12015,70
12/15/2014 0:00,2,20,4,3,10,302,2,20
12/11/2014 0:00,2,20,4,3,10,302,1,5
12/7/2014 0:00,2,20,4,3,10,302,89,10
12/15/2014 0:00,3,4,4,1,10,233,0,0
12/1/2014 0:00,4,5,4,4,2,225,2,20
12/14/2014 0:00,2,2,153,4,2,76,17800,0
12/10/2014 0:00,4,5,7,1,9,227,25632,0
12/7/2014 0:00,4,5,7,1,9,227,25632,0
11/27/2014 0:00,4,5,7,1,9,227,25632,0
11/25/2014 0:00,4,5,8,1,9,227,17578,0
11/20/2014 0:00,4,18,8,1,9,227,37825,0
11/28/2014 0:00,4,5,24,1,9,227,3983,0
12/21/2014 0:00,4,18,25,1,9,227,0,0
11/26/2014 0:00,4,22,26,1,9,227,0,0
11/23/2014 0:00,4,5,26,1,9,227,981,0
12/17/2014 0:00,4,5,29,1,9,227,2208,0
11/26/2014 0:00,4,5,31,1,9,227,10235,0
12/8/2014 0:00,4,5,32,1,9,227,2670,0
12/8/2014 0:00,4,5,32,1,9,227,23496,0
12/7/2014 0:00,4,5,32,1,9,227,5340,0
12/7/2014 0:00,4,5,32,1,9,227,8010,0
11/23/2014 0:00,4,5,63,1,9,227,3204,0
12/8/2014 0:00,4,5,72,1,9,227,8010,0
11/23/2014 0:00,4,5,72,1,9,227,2937,0
12/20/2014 0:00,4,5,74,1,9,227,6230,0
11/23/2014 0:00,4,5,74,1,9,227,8900,0
12/31/2014 0:00,4,18,77,1,9,227,0,0
12/7/2014 0:00,4,22,89,1,9,227,0,0
12/4/2014 0:00,4,5,96,1,9,227,9345,0
11/19/2014 0:00,3,4,100,1,9,227,7254,0
12/31/2014 0:00,4,21,103,1,9,227,14418,0
12/11/2014 0:00,4,5,126,1,9,227,54,0
11/23/2014 0:00,4,5,155,1,9,227,5785,0
12/14/2014 0:00,5,7,52,4,10,77,4450,45
12/14/2014 0:00,2,2,153,4,2,77,20203,0
12/23/2014 0:00,4,5,7,1,9,134,45,0
12/16/2014 0:00,4,5,7,1,9,134,300,0
12/2/2014 0:00,4,5,7,4,9,134,0,0
12/22/2014 0:00,4,5,56,3,9,134,11125,307
12/7/2014 0:00,4,5,56,1,9,134,22428,0
12/30/2014 0:00,2,16,47,3,6,82,2,240
12/31/2014 0:00,1,1,16,3,3,90,20009,218
12/31/2014 0:00,1,1,16,4,3,90,445,0
12/31/2014 0:00,1,1,16,4,3,90,6692,0
11/26/2014 0:00,1,1,16,4,3,90,225,0
11/26/2014 0:00,1,1,16,1,3,90,6451,0
12/29/2014 0:00,3,4,11,3,2,158,7103,10
12/16/2014 0:00,3,4,11,3,2,278,5042,22
12/16/2014 0:00,3,4,11,3,2,278,5140,40
12/16/2014 0:00,3,4,11,1,2,278,2617,0
12/16/2014 0:00,3,4,11,1,2,278,2991,0
12/16/2014 0:00,3,4,11,4,2,278,5429,0
11/30/2014 0:00,3,4,11,4,2,278,7090,0
12/8/2014 0:00,2,11,36,4,2,278,983,0
11/30/2014 0:00,3,4,11,4,2,285,1215,25
11/30/2014 0:00,3,4,11,4,2,285,7103,10
11/30/2014 0:00,3,4,11,4,2,285,9532,10
11/30/2014 0:00,3,4,11,4,2,285,1335,0
11/30/2014 0:00,3,4,11,4,2,285,1869,0
11/30/2014 0:00,3,4,11,4,2,285,3560,0
12/15/2014 0:00,3,4,18,4,8,108,136,0
11/23/2014 0:00,3,4,18,1,8,111,0,0
12/29/2014 0:00,2,17,36,4,14,111,0,101
12/2/2014 0:00,2,11,26,4,9,112,356,0
12/22/2014 0:00,4,5,96,3,9,112,9345,0
12/1/2014 0:00,2,20,19,4,14,114,1,0
12/3/2014 0:00,4,5,14,1,3,267,890,0
12/24/2014 0:00,5,7,21,4,8,124,113030,60
12/29/2014 0:00,3,4,17,3,13,289,0,0
12/15/2014 0:00,3,4,17,4,13,289,63910,20
12/15/2014 0:00,3,4,17,1,13,289,0,0
11/30/2014 0:00,3,4,17,3,13,289,0,30
11/30/2014 0:00,3,4,17,3,13,289,0,0
11/30/2014 0:00,3,4,17,1,13,289,0,0
12/15/2014 0:00,3,4,17,3,13,275,0,30
11/30/2014 0:00,3,4,17,3,13,275,0,2
11/30/2014 0:00,3,4,17,3,13,275,0,0
11/30/2014 0:00,3,4,17,1,13,275,0,0
11/23/2014 0:00,3,4,17,1,13,275,0,0
12/22/2014 0:00,5,6,34,4,11,135,336509,120
11/30/2014 0:00,3,4,17,1,13,305,0,0
11/23/2014 0:00,3,4,17,1,13,305,0,0
11/23/2014 0:00,3,4,18,3,8,295,0,21
12/31/2014 0:00,2,20,59,3,8,295,9,10
12/18/2014 0:00,5,6,52,3,10,144,11036,45
12/22/2014 0:00,4,23,88,1,10,144,175,0
12/15/2014 0:00,3,4,18,3,8,167,0,28
11/30/2014 0:00,5,7,68,3,9,146,40050,0
12/4/2014 0:00,3,4,80,1,9,146,42542,0
11/30/2014 0:00,3,4,80,1,9,146,34710,0
12/3/2014 0:00,2,20,93,1,9,146,20470,0
12/22/2014 0:00,6,10,163,4,9,146,101,0
12/9/2014 0:00,4,22,32,4,9,149,40050,0
11/25/2014 0:00,4,8,20,4,3,153,8900,0
11/20/2014 0:00,4,22,20,3,3,153,4450,60
12/10/2014 0:00,2,24,28,3,9,152,0,120
12/24/2014 0:00,5,6,77,4,9,152,0,0
11/25/2014 0:00,4,8,20,4,3,282,14018,0
12/2/2014 0:00,2,11,79,3,3,282,35244,30
11/23/2014 0:00,2,24,79,3,3,282,37380,180
12/3/2014 0:00,5,6,52,4,10,154,12460,0
12/9/2014 0:00,5,7,23,4,14,166,17800,30
12/3/2014 0:00,1,1,101,4,17,184,12,0
12/2/2014 0:00,1,1,101,4,17,184,142,0
12/2/2014 0:00,1,1,102,4,17,185,76,0
11/25/2014 0:00,4,5,32,1,9,276,7343,0
12/8/2014 0:00,4,5,72,1,9,276,8010,0
12/22/2014 0:00,5,6,34,3,11,216,267,55
12/31/2014 0:00,2,2,46,3,8,299,47,30
12/18/2014 0:00,5,6,52,3,10,269,12015,60
12/3/2014 0:00,2,2,107,1,2,254,712,0
12/24/2014 0:00,2,16,79,3,3,300,45,120
12/8/2014 0:00,5,7,145,1,9,288,23087,0
12/22/2014 0:00,6,10,216,4,2,25,185120,15
12/9/2014 0:00,6,10,216,4,2,46,2,45
12/9/2014 0:00,6,10,216,4,2,46,7251,45
12/23/2014 0:00,6,10,216,4,2,49,12460,119
12/8/2014 0:00,4,8,171,1,9,25,2225,0
12/8/2014 0:00,4,8,171,1,9,25,19580,0
12/1/2014 0:00,6,10,173,1,9,227,0,0
12/15/2014 0:00,6,10,231,4,9,25,574,0
12/3/2014 0:00,6,10,231,4,9,146,1,0
11/23/2014 0:00,6,10,231,4,9,69,560,0
11/25/2014 0:00,4,5,175,1,9,41,17242,0
11/23/2014 0:00,4,5,175,1,9,146,12179,0
12/18/2014 0:00,2,13,182,4,14,114,2,0
12/7/2014 0:00,4,5,184,1,9,227,2617,0
11/25/2014 0:00,4,5,184,3,9,69,0,0
11/27/2014 0:00,4,5,184,1,9,109,5234,0
11/25/2014 0:00,4,5,184,4,9,109,5234,0
11/23/2014 0:00,4,5,205,1,4,25,7,0
12/3/2014 0:00,2,2,322,3,11,25,89,0
12/2/2014 0:00,2,2,322,1,22,276,0,0
11/26/2014 0:00,5,9,320,3,12,25,13083,375
12/4/2014 0:00,4,18,225,1,9,227,0,0
11/27/2014 0:00,4,18,225,1,9,227,439,0
11/27/2014 0:00,4,18,225,1,9,227,878,0
12/8/2014 0:00,2,24,229,3,9,227,0,60
12/23/2014 0:00,4,5,327,1,9,227,1717,0
12/22/2014 0:00,4,18,328,1,9,227,34390,0
12/8/2014 0:00,4,22,315,1,9,227,0,0
12/7/2014 0:00,4,22,306,1,9,227,0,0
11/25/2014 0:00,4,18,257,1,9,146,0,0
12/5/2014 0:00,4,21,303,1,9,227,15130,0
12/5/2014 0:00,4,21,303,1,9,227,16910,0
12/2/2014 0:00,4,21,303,1,9,227,15130,0
11/29/2014 0:00,4,21,303,1,9,227,15130,0
11/27/2014 0:00,4,21,303,1,9,227,16711,0
11/26/2014 0:00,4,21,303,1,9,227,15130,0
11/26/2014 0:00,4,21,303,1,9,227,16910,0
11/24/2014 0:00,4,21,303,1,9,227,16910,0
11/23/2014 0:00,4,21,303,1,9,227,16910,0
11/24/2014 0:00,4,5,263,1,9,227,18245,0
11/30/2014 0:00,4,18,264,1,9,41,26700,0
12/2/2014 0:00,2,2,269,1,9,276,0,0
12/22/2014 0:00,4,5,279,3,9,146,9968,0
11/27/2014 0:00,4,22,312,1,9,227,0,0
11/26/2014 0:00,4,22,318,1,9,227,0,0
12/21/2014 0:00,2,2,326,1,9,69,0,0
12/1/2014 0:00,4,22,321,1,9,69,0,0
11/20/2014 0:00,3,4,317,4,9,69,16910,45
11/25/2014 0:00,5,6,319,1,9,290,0,0
12/24/2014 0:00,5,6,325,4,9,152,23,0
12/24/2014 0:00,5,6,324,4,9,152,0,0
12/15/2014 0:00,3,4,323,4,9,71,120587,0
12/10/2014 0:00,3,4,323,4,9,71,2136,0
11/20/2014 0:00,3,4,317,4,9,25,890,0
11/20/2014 0:00,3,4,317,4,9,69,12460,0
11/19/2014 0:00,6,10,290,1,9,290,0,0
11/19/2014 0:00,6,10,162,1,9,227,0,0
11/18/2014 0:00,2,20,150,3,6,30,864,20
11/18/2014 0:00,2,24,1,4,1,270,285,120
11/18/2014 0:00,2,16,13,3,1,270,67,35
11/18/2014 0:00,5,14,60,3,1,11,890,30
11/18/2014 0:00,4,5,42,1,9,34,27,0
11/18/2014 0:00,4,5,129,1,9,287,935,0
11/18/2014 0:00,4,5,29,1,9,38,2003,0
11/18/2014 0:00,4,5,279,1,9,227,34799,0
11/18/2014 0:00,4,22,20,1,3,25,0,0
11/18/2014 0:00,4,22,42,1,9,290,0,0
11/18/2014 0:00,4,12,63,1,9,25,0,0
11/18/2014 0:00,6,10,129,1,9,227,0,0
11/17/2014 0:00,5,7,9,4,1,273,156,30
11/17/2014 0:00,5,7,9,3,1,301,6408,15
11/17/2014 0:00,6,10,62,4,1,23,3939,10
11/17/2014 0:00,4,5,56,4,9,69,27,0
11/17/2014 0:00,4,5,56,4,9,134,27,0
11/17/2014 0:00,4,5,32,1,9,25,16020,0
11/17/2014 0:00,5,6,97,4,9,192,39160,0
11/17/2014 0:00,2,11,27,1,1,8,445,0
11/17/2014 0:00,5,14,55,1,3,25,26273,0
11/17/2014 0:00,2,11,36,4,2,278,23582,0
11/17/2014 0:00,5,7,22,4,8,122,31595,0
11/17/2014 0:00,4,12,72,1,9,25,0,0
11/17/2014 0:00,6,10,69,1,9,290,0,0
11/17/2014 0:00,4,22,7,1,9,227,0,0
11/17/2014 0:00,6,10,69,1,9,227,0,0
11/16/2014 0:00,2,16,2,4,4,28,0,120
11/16/2014 0:00,4,5,32,1,9,134,16020,0
11/16/2014 0:00,4,5,7,4,9,69,25632,0
11/16/2014 0:00,4,5,63,1,9,227,2943,0
11/16/2014 0:00,4,21,96,1,9,227,2804,0
11/16/2014 0:00,4,21,96,1,9,227,14685,0
11/16/2014 0:00,4,21,303,1,9,227,15130,0
11/16/2014 0:00,4,21,305,1,9,227,16910,0
11/16/2014 0:00,4,21,303,1,9,227,16910,0
11/16/2014 0:00,4,21,96,1,9,227,20025,0
11/16/2014 0:00,4,21,132,1,9,290,28480,0
11/16/2014 0:00,6,10,216,4,2,46,71200,0
11/16/2014 0:00,6,10,216,4,2,74,71200,0
11/16/2014 0:00,2,16,2,4,4,27,0,0
11/16/2014 0:00,6,10,156,1,9,227,0,0
11/16/2014 0:00,6,10,223,1,9,227,0,0
11/16/2014 0:00,6,10,32,1,9,227,0,0
11/15/2014 0:00,6,10,216,4,2,74,58701,30
11/15/2014 0:00,6,10,216,4,2,74,64086,30
11/15/2014 0:00,6,10,216,4,2,74,71200,60
11/14/2014 0:00,2,16,13,3,1,22,45,75
11/14/2014 0:00,2,16,13,3,1,7,89,45
11/14/2014 0:00,4,5,24,4,9,58,18,0
11/14/2014 0:00,4,5,155,1,9,41,27902,0
11/14/2014 0:00,4,5,132,1,9,146,28751,0
11/14/2014 0:00,2,16,2,4,4,27,0,0
11/14/2014 0:00,6,10,11,4,2,26,0,0
11/13/2014 0:00,3,4,19,3,14,37,0,88
11/13/2014 0:00,3,4,18,3,8,111,0,112
11/13/2014 0:00,2,11,36,3,2,25,11791,60
11/13/2014 0:00,3,4,18,3,8,111,59123,540
11/13/2014 0:00,3,4,1,3,1,15,0,60
11/13/2014 0:00,4,5,32,1,9,41,107,0
11/13/2014 0:00,4,5,96,1,9,34,10680,0
11/13/2014 0:00,4,5,29,1,9,227,2003,0
11/13/2014 0:00,4,5,7,1,9,227,25632,0
11/13/2014 0:00,4,5,30,1,9,227,29370,0
11/13/2014 0:00,4,22,155,4,9,69,32,0
11/13/2014 0:00,4,22,105,3,9,176,107,0
11/13/2014 0:00,4,22,300,4,9,149,10680,0
11/13/2014 0:00,4,5,13,1,1,267,22428,0
11/13/2014 0:00,4,22,20,3,3,153,4984,0
11/13/2014 0:00,4,22,20,3,3,153,28480,0
11/13/2014 0:00,3,4,17,3,13,275,0,0
11/13/2014 0:00,3,4,17,1,13,289,0,0
11/13/2014 0:00,3,4,17,1,13,107,0,0
11/13/2014 0:00,3,4,4,1,10,57,0,0
11/13/2014 0:00,3,4,18,1,8,37,0,0
11/13/2014 0:00,3,4,1,1,1,17,0,0
11/12/2014 0:00,2,20,2,3,8,25,18,30
11/12/2014 0:00,2,20,2,3,8,123,5696,10
11/12/2014 0:00,2,16,1,3,1,273,54,75
11/12/2014 0:00,2,16,1,3,1,12,89,60
11/12/2014 0:00,3,4,1,3,1,15,0,10
11/12/2014 0:00,2,20,62,3,1,272,18,30
11/12/2014 0:00,5,7,181,4,9,58,45,0
11/12/2014 0:00,4,5,14,4,5,30,45,0
11/12/2014 0:00,6,10,11,4,2,26,15602,0
11/12/2014 0:00,6,10,163,1,9,290,0,0
11/12/2014 0:00,6,10,316,1,9,227,0,0
11/11/2014 0:00,5,7,21,3,8,299,6141,10
11/11/2014 0:00,5,7,53,3,10,77,6497,5
11/11/2014 0:00,5,7,53,3,10,77,7654,15
11/11/2014 0:00,5,7,75,3,16,256,28035,150
11/11/2014 0:00,4,5,14,1,9,69,85440,0
11/11/2014 0:00,4,5,92,1,9,227,5127,0
11/11/2014 0:00,4,5,7,1,9,227,9612,0
11/11/2014 0:00,4,5,7,1,9,227,16020,0
11/11/2014 0:00,2,2,269,4,9,276,1780,0
11/11/2014 0:00,5,7,23,4,14,109,1496,0
11/11/2014 0:00,5,7,22,4,8,37,47393,0
11/11/2014 0:00,2,16,2,4,4,86,0,0
11/11/2014 0:00,4,22,143,1,9,227,0,0
11/11/2014 0:00,4,22,241,1,9,227,0,0
11/11/2014 0:00,6,10,292,1,9,227,0,0
11/10/2014 0:00,2,20,4,3,10,54,49627,420
11/10/2014 0:00,2,13,27,3,3,282,22250,185
11/10/2014 0:00,6,10,62,4,1,21,245,20
11/10/2014 0:00,2,16,13,4,1,273,66,60
11/10/2014 0:00,2,16,13,3,1,270,89,35
11/10/2014 0:00,4,5,72,4,9,134,23,0
11/10/2014 0:00,4,5,72,4,9,69,23,0
11/10/2014 0:00,4,5,279,1,9,227,16643,0
11/10/2014 0:00,2,20,59,4,8,299,5,0
11/10/2014 0:00,6,10,143,1,9,227,0,0
11/10/2014 0:00,6,10,156,1,9,227,0,0
11/9/2014 0:00,2,20,4,3,10,54,178,360
11/9/2014 0:00,4,21,305,1,9,290,15130,0
11/9/2014 0:00,4,21,303,1,9,290,15130,0
11/9/2014 0:00,2,11,36,4,2,25,983,0
11/9/2014 0:00,5,14,36,4,2,33,33464,0
11/8/2014 0:00,4,5,14,4,6,143,27,32
11/8/2014 0:00,4,5,184,4,9,146,27,0
11/8/2014 0:00,4,5,4,4,2,278,1,0
11/7/2014 0:00,4,22,247,1,9,227,0,0
11/6/2014 0:00,4,5,178,1,9,109,18690,0
11/6/2014 0:00,2,2,29,4,9,112,1602,0
11/5/2014 0:00,2,16,2,3,4,27,0,30
11/5/2014 0:00,2,16,79,3,3,282,12015,240
11/5/2014 0:00,2,16,1,3,1,7,54,70
11/5/2014 0:00,2,16,1,3,1,7,76,95
11/5/2014 0:00,2,20,62,3,1,10,6133,180
11/5/2014 0:00,2,16,13,3,1,11,45,20
11/5/2014 0:00,2,11,47,4,6,143,2,0
11/5/2014 0:00,1,1,102,4,17,185,69,0
11/5/2014 0:00,1,1,101,4,17,184,164,0
11/5/2014 0:00,2,16,2,4,4,27,0,0
11/5/2014 0:00,4,19,118,3,9,276,0,0
11/4/2014 0:00,4,12,56,4,9,69,14766,480
11/4/2014 0:00,2,20,62,3,1,11,89,60
11/4/2014 0:00,4,5,32,1,9,146,5679,0
11/4/2014 0:00,4,22,14,4,5,30,890,0
11/4/2014 0:00,4,21,14,3,6,29,11570,0
11/4/2014 0:00,2,20,47,4,4,30,1,0
11/4/2014 0:00,4,22,137,1,9,25,0,0
11/4/2014 0:00,4,19,88,1,9,105,0,0
11/4/2014 0:00,4,22,315,1,9,227,0,0
11/4/2014 0:00,4,22,56,1,9,227,0,0
11/4/2014 0:00,4,18,230,1,9,227,0,0
11/4/2014 0:00,4,22,137,1,9,227,0,0
11/4/2014 0:00,4,22,313,1,9,227,0,0
11/4/2014 0:00,4,18,225,1,9,227,0,0
11/3/2014 0:00,4,5,7,4,9,69,25632,0
11/3/2014 0:00,4,5,95,1,9,227,1496,0
11/3/2014 0:00,4,5,95,1,9,227,5234,0
11/3/2014 0:00,4,5,7,1,9,227,24564,0
11/2/2014 0:00,4,19,314,3,9,276,0,105
11/2/2014 0:00,4,5,32,4,9,109,18,0
11/2/2014 0:00,4,5,184,1,9,227,5234,0
11/2/2014 0:00,4,5,203,1,9,227,22250,0
11/2/2014 0:00,6,10,224,3,9,227,2670,0
11/2/2014 0:00,5,7,237,4,9,217,39160,0
11/2/2014 0:00,2,20,179,1,9,146,18124,0
11/2/2014 0:00,5,14,16,1,3,270,45978,0
11/2/2014 0:00,5,14,36,4,2,109,58562,0
11/2/2014 0:00,4,18,264,1,9,290,0,0
11/2/2014 0:00,4,18,56,1,9,227,0,0
11/1/2014 0:00,4,5,175,1,9,41,15862,0
11/1/2014 0:00,4,5,175,1,9,41,17097,0
11/1/2014 0:00,6,10,299,1,9,290,0,0
11/1/2014 0:00,6,10,3,1,9,227,0,0
10/31/2014 0:00,5,6,34,3,11,216,141,35
10/31/2014 0:00,5,6,52,4,10,200,4450,25
10/31/2014 0:00,4,5,32,1,9,227,1780,0
10/31/2014 0:00,4,5,7,1,9,227,25632,0
10/30/2014 0:00,3,4,17,3,13,289,0,17
10/30/2014 0:00,2,16,47,3,6,82,0,30
10/30/2014 0:00,5,14,36,3,2,33,17,20
10/30/2014 0:00,5,14,36,3,2,33,971,10
10/30/2014 0:00,5,14,36,3,2,33,2257,10
10/30/2014 0:00,5,14,36,3,2,33,2496,10
10/30/2014 0:00,5,14,36,3,2,33,5597,30
